student_id,full_name,email,branch,cgpa,graduation_year,active_backlogs,gender
USN_2025_269,Aditya Bhat,aditya.ise21_269@rvce.edu.in,ISE,7.75,2025,0,Male
USN_2025_270,Rohan Iyer,rohan.ise21_270@rvce.edu.in,ISE,6.61,2025,1,Male
USN_2025_271,Rohan Bhat,rohan.ise21_271@rvce.edu.in,ISE,6.91,2025,0,Male
USN_2025_272,Neha Menon,neha.ise21_272@rvce.edu.in,ISE,6.42,2025,0,Female
USN_2025_273,Ankit Kulkarni,ankit.ise21_273@rvce.edu.in,ISE,7.59,2025,0,Male
USN_2025_274,Neha Menon,neha.ise21_274@rvce.edu.in,ISE,7.71,2025,0,Female
USN_2025_275,Gaurav Deshmukh,gaurav.ise21_275@rvce.edu.in,ISE,7.20,2025,0,Male
USN_2025_276,Divya Iyer,divya.ise21_276@rvce.edu.in,ISE,6.67,2025,0,Female
USN_2025_277,Siddharth Kulkarni,siddharth.ise21_277@rvce.edu.in,ISE,8.00,2025,0,Male
USN_2025_278,Varun Deshmukh,varun.ise21_278@rvce.edu.in,ISE,5.52,2025,0,Male
USN_2025_279,Bhavna Singh,bhavna.ise21_279@rvce.edu.in,ISE,6.43,2025,0,Female
USN_2025_280,Deepa Kulkarni,deepa.ise21_280@rvce.edu.in,ISE,7.33,2025,3,Female
USN_2025_281,Sneha Hegde,sneha.ise21_281@rvce.edu.in,ISE,6.27,2025,0,Female
USN_2025_282,Gaurav Nair,gaurav.ise21_282@rvce.edu.in,ISE,7.72,2025,0,Male
USN_2025_283,Karthik Menon,karthik.ise21_283@rvce.edu.in,ISE,6.59,2025,1,Male
USN_2025_284,Sneha Reddy,sneha.ise21_284@rvce.edu.in,ISE,5.58,2025,0,Female
USN_2025_285,Rohan Joshi,rohan.ise21_285@rvce.edu.in,ISE,6.11,2025,0,Male
USN_2025_286,Rohan Bhat,rohan.ise21_286@rvce.edu.in,ISE,7.38,2025,0,Male
USN_2025_287,Aditya Bhat,aditya.ise21_287@rvce.edu.in,ISE,8.01,2025,0,Male
USN_2025_288,Nikhil Verma,nikhil.ise21_288@rvce.edu.in,ISE,9.21,2025,0,Male
USN_2025_289,Ananya Menon,ananya.ise21_289@rvce.edu.in,ISE,7.30,2025,1,Female
USN_2025_290,Aarav Reddy,aarav.ise21_290@rvce.edu.in,ISE,7.82,2025,0,Male
USN_2025_291,Nikhil Iyer,nikhil.ise21_291@rvce.edu.in,ISE,6.02,2025,0,Male
USN_2025_292,Gaurav Pillai,gaurav.ise21_292@rvce.edu.in,ISE,6.33,2025,0,Male
USN_2025_293,Deepak Iyer,deepak.ise21_293@rvce.edu.in,ISE,7.27,2025,0,Male
USN_2025_294,Vikram Gupta,vikram.ise21_294@rvce.edu.in,ISE,6.52,2025,0,Male
USN_2025_295,Karthik Gupta,karthik.ise21_295@rvce.edu.in,ISE,5.81,2025,0,Male
USN_2025_296,Karthik Rao,karthik.ise21_296@rvce.edu.in,ISE,7.67,2025,0,Male
USN_2025_297,Rhea Menon,rhea.ise21_297@rvce.edu.in,ISE,6.77,2025,0,Female
USN_2025_298,Deepak Gupta,deepak.ise21_298@rvce.edu.in,ISE,6.69,2025,0,Male
USN_2025_299,Varun Pillai,varun.ise21_299@rvce.edu.in,ISE,6.91,2025,0,Male
USN_2025_300,Ananya Singh,ananya.ise21_300@rvce.edu.in,ISE,6.47,2025,1,Female
USN_2025_301,Swati Reddy,swati.ise21_301@rvce.edu.in,ISE,6.49,2025,0,Female
USN_2025_302,Siddharth Iyer,siddharth.ise21_302@rvce.edu.in,ISE,5.87,2025,0,Male
USN_2025_303,Pranav Joshi,pranav.ise21_303@rvce.edu.in,ISE,7.46,2025,0,Male
USN_2025_304,Aditya Nair,aditya.ise21_304@rvce.edu.in,ISE,6.22,2025,0,Male
USN_2025_305,Nandini Verma,nandini.ise21_305@rvce.edu.in,ISE,6.70,2025,0,Female
USN_2025_306,Ishita Singh,ishita.ise21_306@rvce.edu.in,ISE,7.76,2025,0,Female
USN_2025_307,Shreya Reddy,shreya.ise21_307@rvce.edu.in,ISE,8.20,2025,0,Female
USN_2025_308,Deepak Iyer,deepak.ise21_308@rvce.edu.in,ISE,9.62,2025,0,Male
USN_2025_309,Rhea Rao,rhea.ise21_309@rvce.edu.in,ISE,8.89,2025,0,Female
USN_2025_310,Aarav Nair,aarav.ise21_310@rvce.edu.in,ISE,7.13,2025,0,Male
USN_2025_311,Manish Nair,manish.ise21_311@rvce.edu.in,ISE,7.84,2025,2,Male
USN_2025_312,Aditya Hegde,aditya.ise21_312@rvce.edu.in,ISE,7.29,2025,0,Male
USN_2025_313,Deepa Gupta,deepa.ise21_313@rvce.edu.in,ISE,5.60,2025,1,Female
USN_2025_314,Siddharth Rao,siddharth.ise21_314@rvce.edu.in,ISE,7.00,2025,0,Male
USN_2025_315,Swati Menon,swati.ise21_315@rvce.edu.in,ISE,8.33,2025,1,Female
USN_2025_316,Harsh Deshmukh,harsh.ise21_316@rvce.edu.in,ISE,8.07,2025,0,Male
USN_2025_317,Vikram Verma,vikram.ise21_317@rvce.edu.in,ISE,7.59,2025,0,Male
USN_2025_318,Aditya Verma,aditya.ise21_318@rvce.edu.in,ISE,6.86,2025,2,Male
USN_2025_319,Rohan Menon,rohan.ise21_319@rvce.edu.in,ISE,8.12,2025,0,Male
USN_2025_320,Nandini Deshmukh,nandini.ise21_320@rvce.edu.in,ISE,9.70,2025,0,Female
USN_2025_321,Deepak Patel,deepak.ise21_321@rvce.edu.in,ISE,7.79,2025,0,Male
USN_2025_322,Bhavna Menon,bhavna.ise21_322@rvce.edu.in,ISE,6.53,2025,2,Female
USN_2025_323,Nandini Deshmukh,nandini.ise21_323@rvce.edu.in,ISE,5.89,2025,0,Female
USN_2025_324,Meera Kulkarni,meera.ise21_324@rvce.edu.in,ISE,8.71,2025,0,Female
USN_2025_325,Aditya Verma,aditya.ise21_325@rvce.edu.in,ISE,7.82,2025,2,Male
USN_2025_326,Rohan Menon,rohan.ece21_326@rvce.edu.in,ECE,7.36,2025,1,Male
USN_2025_327,Gaurav Gupta,gaurav.ece21_327@rvce.edu.in,ECE,8.41,2025,1,Male
USN_2025_328,Ishita Pillai,ishita.ece21_328@rvce.edu.in,ECE,7.69,2025,0,Female
USN_2025_329,Meera Menon,meera.ece21_329@rvce.edu.in,ECE,7.51,2025,2,Female
USN_2025_330,Nikhil Hegde,nikhil.ece21_330@rvce.edu.in,ECE,7.58,2025,0,Male
USN_2025_331,Deepa Sharma,deepa.ece21_331@rvce.edu.in,ECE,6.33,2025,1,Female
USN_2025_332,Siddharth Rao,siddharth.ece21_332@rvce.edu.in,ECE,7.93,2025,1,Male
USN_2025_333,Divya Patel,divya.ece21_333@rvce.edu.in,ECE,7.98,2025,3,Female
USN_2025_334,Manish Rao,manish.ece21_334@rvce.edu.in,ECE,8.18,2025,0,Male
USN_2025_335,Bhavna Patel,bhavna.ece21_335@rvce.edu.in,ECE,8.94,2025,0,Female
USN_2025_336,Ankit Bhat,ankit.ece21_336@rvce.edu.in,ECE,7.13,2025,0,Male
USN_2025_337,Rhea Reddy,rhea.ece21_337@rvce.edu.in,ECE,7.12,2025,0,Female
USN_2025_338,Kavya Sharma,kavya.ece21_338@rvce.edu.in,ECE,7.85,2025,0,Female
USN_2025_339,Meera Menon,meera.ece21_339@rvce.edu.in,ECE,9.80,2025,0,Female
USN_2025_340,Deepak Gupta,deepak.ece21_340@rvce.edu.in,ECE,9.48,2025,0,Male
USN_2025_341,Suresh Bhat,suresh.ece21_341@rvce.edu.in,ECE,6.99,2025,0,Male
USN_2025_342,Rohan Sharma,rohan.ece21_342@rvce.edu.in,ECE,7.64,2025,0,Male
USN_2025_343,Vikram Joshi,vikram.ece21_343@rvce.edu.in,ECE,6.29,2025,0,Male
USN_2025_344,Aditya Patel,aditya.ece21_344@rvce.edu.in,ECE,6.13,2025,0,Male
USN_2025_345,Pooja Kulkarni,pooja.ece21_345@rvce.edu.in,ECE,8.60,2025,2,Female
USN_2025_346,Nikhil Menon,nikhil.ece21_346@rvce.edu.in,ECE,7.77,2025,0,Male
USN_2025_347,Suresh Reddy,suresh.ece21_347@rvce.edu.in,ECE,6.25,2025,0,Male
USN_2025_348,Karthik Deshmukh,karthik.ece21_348@rvce.edu.in,ECE,6.80,2025,0,Male
USN_2025_349,Vikram Menon,vikram.ece21_349@rvce.edu.in,ECE,6.24,2025,0,Male
USN_2025_350,Ananya Kulkarni,ananya.ece21_350@rvce.edu.in,ECE,7.39,2025,0,Female
USN_2025_351,Varun Reddy,varun.ece21_351@rvce.edu.in,ECE,6.48,2025,1,Male
USN_2025_352,Bhavna Rao,bhavna.ece21_352@rvce.edu.in,ECE,7.71,2025,3,Female
USN_2025_353,Vikram Hegde,vikram.ece21_353@rvce.edu.in,ECE,6.19,2025,0,Male
USN_2025_354,Rhea Singh,rhea.ece21_354@rvce.edu.in,ECE,7.87,2025,0,Female
USN_2025_355,Kavya Singh,kavya.ece21_355@rvce.edu.in,ECE,8.10,2025,1,Female
USN_2025_356,Suresh Iyer,suresh.ece21_356@rvce.edu.in,ECE,8.59,2025,0,Male
USN_2025_357,Pooja Deshmukh,pooja.ece21_357@rvce.edu.in,ECE,7.89,2025,0,Female
USN_2025_358,Siddharth Iyer,siddharth.ece21_358@rvce.edu.in,ECE,7.80,2025,0,Male
USN_2025_359,Deepa Nair,deepa.ece21_359@rvce.edu.in,ECE,6.42,2025,0,Female
USN_2025_360,Pranav Nair,pranav.ece21_360@rvce.edu.in,ECE,7.17,2025,0,Male
USN_2025_361,Nandini Sharma,nandini.ece21_361@rvce.edu.in,ECE,8.49,2025,0,Female
USN_2025_362,Tanvi Deshmukh,tanvi.ece21_362@rvce.edu.in,ECE,7.00,2025,0,Female
USN_2025_363,Pooja Menon,pooja.ece21_363@rvce.edu.in,ECE,9.46,2025,0,Female
USN_2025_364,Swati Singh,swati.ece21_364@rvce.edu.in,ECE,7.82,2025,1,Female
USN_2025_365,Aditya Rao,aditya.ece21_365@rvce.edu.in,ECE,7.39,2025,1,Male
USN_2025_366,Aarav Verma,aarav.ece21_366@rvce.edu.in,ECE,8.49,2025,0,Male
USN_2025_367,Deepak Bhat,deepak.ece21_367@rvce.edu.in,ECE,7.95,2025,0,Male
USN_2025_368,Varun Bhat,varun.ece21_368@rvce.edu.in,ECE,7.34,2025,0,Male
USN_2025_369,Shreya Patel,shreya.ece21_369@rvce.edu.in,ECE,7.64,2025,0,Female
USN_2025_370,Nikhil Gupta,nikhil.ece21_370@rvce.edu.in,ECE,7.54,2025,0,Male
USN_2025_371,Kavya Gupta,kavya.ece21_371@rvce.edu.in,ECE,8.63,2025,0,Female
USN_2025_372,Divya Iyer,divya.ece21_372@rvce.edu.in,ECE,6.46,2025,0,Female
USN_2025_373,Neha Gupta,neha.ece21_373@rvce.edu.in,ECE,7.23,2025,1,Female
USN_2025_374,Rohan Rao,rohan.ece21_374@rvce.edu.in,ECE,9.14,2025,0,Male
USN_2025_375,Deepa Singh,deepa.ece21_375@rvce.edu.in,ECE,9.01,2025,0,Female
USN_2025_376,Deepa Bhat,deepa.ece21_376@rvce.edu.in,ECE,8.92,2025,0,Female
USN_2025_377,Vikram Sharma,vikram.ece21_377@rvce.edu.in,ECE,7.85,2025,0,Male
USN_2025_378,Rhea Kulkarni,rhea.ece21_378@rvce.edu.in,ECE,7.50,2025,1,Female
USN_2025_379,Neha Gupta,neha.ece21_379@rvce.edu.in,ECE,8.89,2025,2,Female
USN_2025_380,Ankit Verma,ankit.ece21_380@rvce.edu.in,ECE,7.87,2025,0,Male
USN_2025_381,Varun Verma,varun.ece21_381@rvce.edu.in,ECE,6.00,2025,0,Male
USN_2025_382,Manish Rao,manish.ece21_382@rvce.edu.in,ECE,7.19,2025,1,Male
USN_2025_383,Pranav Rao,pranav.ece21_383@rvce.edu.in,ECE,7.98,2025,2,Male
USN_2025_384,Rohan Hegde,rohan.ece21_384@rvce.edu.in,ECE,6.64,2025,0,Male
USN_2025_385,Rohan Deshmukh,rohan.ece21_385@rvce.edu.in,ECE,7.48,2025,0,Male
USN_2025_386,Gaurav Nair,gaurav.ece21_386@rvce.edu.in,ECE,7.83,2025,0,Male
USN_2025_387,Harsh Reddy,harsh.ece21_387@rvce.edu.in,ECE,6.52,2025,0,Male
USN_2025_388,Deepa Singh,deepa.ece21_388@rvce.edu.in,ECE,7.94,2025,0,Female
USN_2025_389,Manish Bhat,manish.ece21_389@rvce.edu.in,ECE,9.56,2025,0,Male
USN_2025_390,Nandini Reddy,nandini.ece21_390@rvce.edu.in,ECE,7.61,2025,0,Female
USN_2025_391,Manish Menon,manish.ece21_391@rvce.edu.in,ECE,6.77,2025,1,Male
USN_2025_392,Rohan Singh,rohan.ece21_392@rvce.edu.in,ECE,7.40,2025,0,Male
USN_2025_393,Vikram Gupta,vikram.ece21_393@rvce.edu.in,ECE,8.87,2025,0,Male
USN_2025_394,Nikhil Verma,nikhil.ece21_394@rvce.edu.in,ECE,9.26,2025,0,Male
USN_2025_395,Siddharth Joshi,siddharth.ece21_395@rvce.edu.in,ECE,6.61,2025,3,Male
USN_2025_396,Divya Kulkarni,divya.ece21_396@rvce.edu.in,ECE,7.58,2025,0,Female
USN_2025_397,Aarav Gupta,aarav.ece21_397@rvce.edu.in,ECE,7.69,2025,0,Male
USN_2025_398,Rhea Pillai,rhea.ece21_398@rvce.edu.in,ECE,7.63,2025,0,Female
USN_2025_399,Ananya Kulkarni,ananya.ece21_399@rvce.edu.in,ECE,6.37,2025,0,Female
USN_2025_400,Vikram Deshmukh,vikram.ece21_400@rvce.edu.in,ECE,9.45,2025,0,Male
USN_2025_401,Pranav Bhat,pranav.ece21_401@rvce.edu.in,ECE,7.88,2025,0,Male
USN_2025_402,Meera Rao,meera.ece21_402@rvce.edu.in,ECE,7.85,2025,2,Female
USN_2025_403,Manish Bhat,manish.ece21_403@rvce.edu.in,ECE,6.70,2025,0,Male
USN_2025_404,Pranav Gupta,pranav.ece21_404@rvce.edu.in,ECE,7.74,2025,3,Male
USN_2025_405,Rhea Nair,rhea.ece21_405@rvce.edu.in,ECE,9.59,2025,0,Female
USN_2025_406,Deepak Nair,deepak.ece21_406@rvce.edu.in,ECE,6.51,2025,0,Male
USN_2025_407,Nandini Kulkarni,nandini.ece21_407@rvce.edu.in,ECE,9.09,2025,0,Female
USN_2025_408,Sneha Deshmukh,sneha.ece21_408@rvce.edu.in,ECE,9.32,2025,0,Female
USN_2025_409,Harsh Gupta,harsh.ece21_409@rvce.edu.in,ECE,7.52,2025,0,Male
USN_2025_410,Karthik Deshmukh,karthik.ece21_410@rvce.edu.in,ECE,6.47,2025,0,Male
USN_2025_411,Nikhil Singh,nikhil.ece21_411@rvce.edu.in,ECE,8.01,2025,0,Male
USN_2025_412,Suresh Reddy,suresh.ece21_412@rvce.edu.in,ECE,7.75,2025,1,Male
USN_2025_413,Harsh Gupta,harsh.ece21_413@rvce.edu.in,ECE,7.66,2025,0,Male
USN_2025_414,Ananya Pillai,ananya.ece21_414@rvce.edu.in,ECE,7.48,2025,0,Female
USN_2025_415,Pranav Menon,pranav.ece21_415@rvce.edu.in,ECE,9.54,2025,0,Male
USN_2025_416,Rohan Bhat,rohan.ece21_416@rvce.edu.in,ECE,6.83,2025,0,Male
USN_2025_417,Deepa Patel,deepa.ece21_417@rvce.edu.in,ECE,8.08,2025,0,Female
USN_2025_418,Meera Singh,meera.ece21_418@rvce.edu.in,ECE,8.26,2025,1,Female
USN_2025_419,Meera Iyer,meera.ece21_419@rvce.edu.in,ECE,7.21,2025,0,Female
USN_2025_420,Vikram Iyer,vikram.ece21_420@rvce.edu.in,ECE,9.31,2025,0,Male
USN_2025_421,Pooja Menon,pooja.ece21_421@rvce.edu.in,ECE,7.86,2025,0,Female
USN_2025_422,Aarav Iyer,aarav.ece21_422@rvce.edu.in,ECE,9.83,2025,0,Male
USN_2025_423,Harsh Deshmukh,harsh.ece21_423@rvce.edu.in,ECE,7.86,2025,0,Male
USN_2025_424,Harsh Deshmukh,harsh.ece21_424@rvce.edu.in,ECE,8.49,2025,3,Male
USN_2025_425,Divya Rao,divya.ece21_425@rvce.edu.in,ECE,8.49,2025,0,Female
USN_2025_426,Aarav Patel,aarav.aids21_426@rvce.edu.in,AI/DS,7.61,2025,0,Male
USN_2025_427,Nikhil Pillai,nikhil.aids21_427@rvce.edu.in,AI/DS,6.74,2025,0,Male
USN_2025_428,Aarav Kulkarni,aarav.aids21_428@rvce.edu.in,AI/DS,7.14,2025,0,Male
USN_2025_429,Harsh Reddy,harsh.aids21_429@rvce.edu.in,AI/DS,5.75,2025,0,Male
USN_2025_430,Bhavna Kulkarni,bhavna.aids21_430@rvce.edu.in,AI/DS,7.63,2025,1,Female
USN_2025_431,Nandini Verma,nandini.aids21_431@rvce.edu.in,AI/DS,7.96,2025,0,Female
USN_2025_432,Nandini Gupta,nandini.aids21_432@rvce.edu.in,AI/DS,7.43,2025,0,Female
USN_2025_433,Suresh Singh,suresh.aids21_433@rvce.edu.in,AI/DS,7.42,2025,0,Male
USN_2025_434,Manish Rao,manish.aids21_434@rvce.edu.in,AI/DS,7.42,2025,0,Male
USN_2025_435,Ankit Nair,ankit.aids21_435@rvce.edu.in,AI/DS,8.71,2025,1,Male
USN_2025_436,Harsh Verma,harsh.aids21_436@rvce.edu.in,AI/DS,7.76,2025,0,Male
USN_2025_437,Nikhil Iyer,nikhil.aids21_437@rvce.edu.in,AI/DS,6.05,2025,0,Male
USN_2025_438,Pooja Verma,pooja.aids21_438@rvce.edu.in,AI/DS,9.17,2025,0,Female
USN_2025_439,Vikram Deshmukh,vikram.aids21_439@rvce.edu.in,AI/DS,8.95,2025,0,Male
USN_2025_440,Harsh Rao,harsh.aids21_440@rvce.edu.in,AI/DS,8.20,2025,0,Male
USN_2025_441,Vikram Reddy,vikram.aids21_441@rvce.edu.in,AI/DS,7.52,2025,0,Male
USN_2025_442,Varun Menon,varun.aids21_442@rvce.edu.in,AI/DS,6.85,2025,0,Male
USN_2025_443,Gaurav Nair,gaurav.aids21_443@rvce.edu.in,AI/DS,8.08,2025,1,Male
USN_2025_444,Kavya Menon,kavya.aids21_444@rvce.edu.in,AI/DS,6.99,2025,0,Female
USN_2025_445,Swati Rao,swati.aids21_445@rvce.edu.in,AI/DS,9.78,2025,0,Female
USN_2025_446,Kavya Menon,kavya.aids21_446@rvce.edu.in,AI/DS,6.77,2025,0,Female
USN_2025_447,Aditya Kulkarni,aditya.aids21_447@rvce.edu.in,AI/DS,8.16,2025,0,Male
USN_2025_448,Aditya Bhat,aditya.aids21_448@rvce.edu.in,AI/DS,5.58,2025,0,Male
USN_2025_449,Varun Deshmukh,varun.aids21_449@rvce.edu.in,AI/DS,7.34,2025,0,Male
USN_2025_450,Aarav Kulkarni,aarav.aids21_450@rvce.edu.in,AI/DS,7.38,2025,0,Male
USN_2025_451,Tanvi Verma,tanvi.aids21_451@rvce.edu.in,AI/DS,7.94,2025,0,Female
USN_2025_452,Karthik Verma,karthik.aids21_452@rvce.edu.in,AI/DS,8.69,2025,0,Male
USN_2025_453,Manish Patel,manish.aids21_453@rvce.edu.in,AI/DS,6.28,2025,1,Male
USN_2025_454,Aarav Joshi,aarav.aids21_454@rvce.edu.in,AI/DS,9.58,2025,0,Male
USN_2025_455,Gaurav Verma,gaurav.aids21_455@rvce.edu.in,AI/DS,6.92,2025,0,Male
USN_2025_456,Ishita Bhat,ishita.aids21_456@rvce.edu.in,AI/DS,7.69,2025,0,Female
USN_2025_457,Nikhil Rao,nikhil.aids21_457@rvce.edu.in,AI/DS,9.62,2025,0,Male
USN_2025_458,Gaurav Hegde,gaurav.aids21_458@rvce.edu.in,AI/DS,8.05,2025,3,Male
USN_2025_459,Aarav Deshmukh,aarav.aids21_459@rvce.edu.in,AI/DS,9.12,2025,1,Male
USN_2025_460,Harsh Joshi,harsh.aids21_460@rvce.edu.in,AI/DS,7.91,2025,0,Male
USN_2025_461,Ananya Rao,ananya.aids21_461@rvce.edu.in,AI/DS,7.54,2025,1,Female
USN_2025_462,Neha Gupta,neha.aids21_462@rvce.edu.in,AI/DS,8.94,2025,0,Female
USN_2025_463,Pooja Pillai,pooja.aids21_463@rvce.edu.in,AI/DS,7.94,2025,0,Female
USN_2025_464,Swati Nair,swati.aids21_464@rvce.edu.in,AI/DS,8.46,2025,0,Female
USN_2025_465,Nikhil Sharma,nikhil.aids21_465@rvce.edu.in,AI/DS,6.93,2025,1,Male
USN_2025_466,Swati Joshi,swati.aids21_466@rvce.edu.in,AI/DS,9.42,2025,0,Female
USN_2025_467,Karthik Sharma,karthik.aids21_467@rvce.edu.in,AI/DS,8.33,2025,0,Male
USN_2025_468,Pranav Sharma,pranav.aids21_468@rvce.edu.in,AI/DS,5.54,2025,2,Male
USN_2025_469,Deepa Kulkarni,deepa.aids21_469@rvce.edu.in,AI/DS,7.56,2025,1,Female
USN_2025_470,Deepak Nair,deepak.aids21_470@rvce.edu.in,AI/DS,8.49,2025,0,Male
USN_2025_471,Nandini Sharma,nandini.aids21_471@rvce.edu.in,AI/DS,8.75,2025,0,Female
USN_2025_472,Ankit Reddy,ankit.aids21_472@rvce.edu.in,AI/DS,5.54,2025,0,Male
USN_2025_473,Meera Iyer,meera.aids21_473@rvce.edu.in,AI/DS,8.17,2025,0,Female
USN_2025_474,Ananya Pillai,ananya.aids21_474@rvce.edu.in,AI/DS,7.77,2025,0,Female
USN_2025_475,Deepa Hegde,deepa.aids21_475@rvce.edu.in,AI/DS,7.89,2025,0,Female
USN_2025_476,Shreya Verma,shreya.aids21_476@rvce.edu.in,AI/DS,7.59,2025,0,Female
USN_2025_477,Deepa Deshmukh,deepa.aids21_477@rvce.edu.in,AI/DS,7.89,2025,0,Female
USN_2025_478,Manish Kulkarni,manish.aids21_478@rvce.edu.in,AI/DS,7.99,2025,0,Male
USN_2025_479,Siddharth Sharma,siddharth.aids21_479@rvce.edu.in,AI/DS,6.00,2025,0,Male
USN_2025_480,Manish Sharma,manish.aids21_480@rvce.edu.in,AI/DS,8.10,2025,0,Male
USN_2025_481,Neha Iyer,neha.aids21_481@rvce.edu.in,AI/DS,9.49,2025,0,Female
USN_2025_482,Rohan Bhat,rohan.aids21_482@rvce.edu.in,AI/DS,8.58,2025,0,Male
USN_2025_483,Tanvi Reddy,tanvi.aids21_483@rvce.edu.in,AI/DS,7.11,2025,0,Female
USN_2025_484,Manish Reddy,manish.aids21_484@rvce.edu.in,AI/DS,7.97,2025,0,Male
USN_2025_485,Harsh Pillai,harsh.aids21_485@rvce.edu.in,AI/DS,8.21,2025,0,Male
USN_2025_486,Shreya Gupta,shreya.aids21_486@rvce.edu.in,AI/DS,5.95,2025,0,Female
USN_2025_487,Rohan Bhat,rohan.aids21_487@rvce.edu.in,AI/DS,7.51,2025,0,Male
USN_2025_488,Harsh Singh,harsh.aids21_488@rvce.edu.in,AI/DS,7.37,2025,0,Male
USN_2025_489,Pranav Joshi,pranav.aids21_489@rvce.edu.in,AI/DS,6.93,2025,0,Male
USN_2025_490,Ananya Kulkarni,ananya.aids21_490@rvce.edu.in,AI/DS,8.08,2025,0,Female
USN_2025_491,Nandini Rao,nandini.aids21_491@rvce.edu.in,AI/DS,8.60,2025,0,Female
USN_2025_492,Gaurav Kulkarni,gaurav.aids21_492@rvce.edu.in,AI/DS,6.60,2025,0,Male
USN_2025_493,Nikhil Joshi,nikhil.aids21_493@rvce.edu.in,AI/DS,9.19,2025,0,Male
USN_2025_494,Siddharth Joshi,siddharth.aids21_494@rvce.edu.in,AI/DS,6.20,2025,0,Male
USN_2025_495,Nandini Joshi,nandini.aids21_495@rvce.edu.in,AI/DS,8.79,2025,0,Female
USN_2025_496,Ananya Joshi,ananya.aids21_496@rvce.edu.in,AI/DS,7.08,2025,0,Female
USN_2025_497,Ankit Reddy,ankit.aids21_497@rvce.edu.in,AI/DS,9.74,2025,0,Male
USN_2025_498,Gaurav Hegde,gaurav.aids21_498@rvce.edu.in,AI/DS,7.58,2025,0,Male
USN_2025_499,Siddharth Kulkarni,siddharth.aids21_499@rvce.edu.in,AI/DS,7.75,2025,0,Male
USN_2025_500,Rhea Bhat,rhea.aids21_500@rvce.edu.in,AI/DS,7.27,2025,0,Female
